ProdID,AirTemp,ProcTemp,Rotation,Torque,ToolWear,Failure
L54836,300.5,311.6,1541,47.8,156,0
L54837,300.5,311.6,1661,30,158,0
L54839,300.5,311.6,1528,42.4,163,0
L54841,300.5,311.6,1575,32.5,168,0
L54843,300.5,311.6,1385,54.8,173,0
L54845,300.5,311.6,1497,40.5,180,0
L54847,300.6,311.7,1528,43.9,185,0
L54848,300.6,311.8,1539,37,187,0
L54849,300.7,311.8,1336,58.4,189,1
L54850,300.5,311.6,1525,37.6,191,0
L54854,300.5,311.6,1509,47.2,202,0
L54855,300.5,311.6,1447,45.4,204,0
L54856,300.6,311.7,1448,49.1,206,0
L54857,300.6,311.7,1428,52.6,208,0
L54859,300.7,311.7,1635,32.4,213,0
L54860,300.7,311.7,1395,43.7,215,0
L54861,300.7,311.8,1443,43.7,217,0
L54863,300.7,311.7,1524,43.5,222,0
L54865,300.8,311.7,1397,43.5,227,0
L54868,300.6,311.7,1553,39.8,0,0
L54869,300.6,311.7,1432,39.2,2,0
L54873,300.6,311.6,1964,21.4,15,0
L54875,300.6,311.7,1488,47.7,22,0
L54877,300.5,311.4,1400,45.1,29,0
L54878,300.6,311.5,1419,38.6,31,0
L54885,300.5,311.5,1316,49.7,55,0
L54886,300.5,311.5,1708,31.2,57,0
L54888,300.5,311.4,1709,32.3,64,0
L54889,300.5,311.4,1445,41.5,66,0
L54891,300.4,311.4,1309,55.5,71,0
L54892,300.5,311.5,1499,37.6,73,0
L54894,300.5,311.5,1487,43,78,0
L54895,300.5,311.5,1302,49.6,80,0
L54897,300.5,311.6,1365,53,85,0
L54901,300.5,311.6,1425,42.4,102,0
L54902,300.5,311.7,1409,54.7,104,0
L54903,300.5,311.6,1730,30.2,106,0
L54905,300.6,311.7,1744,26.9,111,0
L54908,300.7,311.8,1420,47,119,0
L54910,300.6,311.9,1472,44.2,126,0
L54911,300.6,312,1566,30.1,128,0
L54912,300.6,312,1430,42.7,130,0
L54913,300.6,312,1481,40.9,132,0
L54914,300.6,312,1670,29.4,134,0
L54915,300.6,312,1406,55.1,136,0
L54919,300.5,311.9,1576,31.1,149,0
L54920,300.5,312,1453,45.1,151,0
L54921,300.5,312,1478,39,153,0
L54923,300.5,311.9,1710,28.4,158,0
L54924,300.4,311.7,1314,59.5,160,0
L54925,300.4,311.7,1460,39.6,162,0
L54928,300.4,311.7,1515,47.4,170,0
L54929,300.4,311.6,1674,33,172,0
L54930,300.4,311.7,1444,51.2,174,0
L54936,300.5,311.8,1368,57.9,191,1
L54938,300.4,311.8,1689,30.8,196,0
L54939,300.4,311.8,1272,59.2,198,1
L54943,300.4,311.6,1200,76.6,3,1
L54946,300.3,311.4,1318,52.7,13,0
L54949,300.3,311.5,1552,38.9,23,0
L54950,300.3,311.5,1548,32.2,25,0
L54951,300.3,311.6,1709,29.5,27,0
L54953,300.3,311.4,1759,24.8,34,0
L54954,300.3,311.5,1634,31.9,36,0
L54955,300.3,311.5,1663,33.6,38,0
L54957,300.3,311.5,1695,25.6,43,0
L54958,300.4,311.6,1517,39,45,0
L54959,300.5,311.7,1811,26.8,47,0
L54960,300.4,311.6,1815,23.5,49,0
L54961,300.4,311.7,1513,40,51,0
L54963,300.3,311.5,1667,28.8,56,0
L54964,300.3,311.5,1403,60.1,58,0
L54965,300.2,311.5,1383,42.1,60,0
L54966,300.3,311.5,1466,46.2,62,0
L54967,300.3,311.5,1378,47.5,64,0
L54969,300.2,311.5,1495,38.5,69,0
L54970,300.1,311.4,1729,29.3,71,0
L54971,300.1,311.4,1418,47.7,73,0
L54973,300.1,311.5,1434,40.8,80,0
L54976,300.1,311.5,1454,52.4,90,0
L54977,300,311.4,1476,39,92,0
L54978,300,311.5,1812,28.3,94,0
L54979,300,311.4,1374,41.9,96,0
L54981,300,311.4,1383,49.6,101,0
L54982,299.9,311.3,1429,58.2,103,0
L54985,299.9,311.4,1706,28.8,111,0
L54986,300,311.5,1349,48.6,113,0
L54988,299.9,311.4,1627,36.7,118,0
L54990,300.1,311.5,2218,17,123,0
L54992,300,311.5,1666,32,128,0
L54993,300,311.5,1455,41.7,130,0
L54994,300,311.4,1927,24.6,132,0
L54996,299.8,311.2,1533,35.9,137,0
L54998,299.8,311.2,2142,16.6,144,0
L54999,299.8,311.2,1369,46.2,146,0
L55001,299.9,311.3,1802,24.4,151,0
L55003,300,311.3,1484,53.2,158,0
L55004,299.9,311.3,1535,38.1,160,0
L55006,299.8,311.1,1300,64.2,165,0
L55009,299.8,311.2,1664,28.3,173,0
L55012,300,311.4,1484,37,183,0
L55013,300,311.4,1604,38.7,185,0
L55014,300,311.4,1483,45.6,187,0
L55015,300.1,311.5,1549,34.7,189,0
L55016,300.1,311.4,1604,35,191,0
L55017,300.2,311.5,1685,31,193,0
L55018,300.2,311.6,1372,49.2,195,0
L55019,300.3,311.6,1374,47.4,197,0
L55020,300.2,311.6,1606,31,199,0
L55021,300.1,311.5,1471,47.2,201,0
L55022,300.1,311.5,1659,31.1,203,0
L55024,300.1,311.7,1503,42.6,208,0
L55025,300.2,311.8,1798,23.2,210,0
L55027,300.2,311.6,1322,50.9,215,0
L55031,300.4,311.7,1373,47.2,3,0
L55032,300.3,311.7,1515,37.5,5,0
L55033,300.3,311.7,1317,56.5,7,0
L55034,300.3,311.8,1551,37.2,9,0
L55036,300.4,311.8,1433,42.2,14,0
L55037,300.5,311.9,1432,43.1,16,0
L55038,300.5,311.9,1350,51.7,18,0
L55040,300.5,312,1415,44.6,23,0
L55041,300.5,312,1498,42.9,25,0
L55044,300.5,311.9,1330,59.5,33,0
L55045,300.5,311.9,1383,50.5,35,0
L55046,300.5,311.9,1431,49.4,37,0
L55047,300.5,312,1461,38.1,39,0
L55051,300.6,312.2,1308,54.7,52,0
L55052,300.6,312.3,1532,37.2,54,0
L55053,300.7,312.4,1470,38.6,56,0
L55054,300.7,312.3,1548,37.9,58,0
L55055,300.7,312.3,1898,24,60,0
L55057,300.7,312.3,1420,53.8,67,0
L55058,300.7,312.3,1418,49,69,0
L55061,300.8,312.4,1493,39.1,79,0
L55064,300.8,312.4,1465,59.1,91,1
L55065,300.7,312.3,1590,36.3,93,0
L55067,300.7,312.4,1590,37.9,98,0
L55068,300.7,312.3,1577,33.2,100,0
L55070,300.8,312.4,1767,25.6,105,0
L55071,300.8,312.5,1517,39.2,107,0
L55073,300.9,312.7,1416,43.8,112,0
L55075,300.8,312.6,1422,50,117,0
L55076,300.8,312.6,1376,53.6,119,0
L55077,300.8,312.5,1434,50.7,121,0
L55078,300.8,312.5,1423,47.3,123,0
L55079,300.9,312.4,1364,52.5,125,0
L55080,300.8,312.4,1825,23.8,127,0
L55081,300.8,312.4,1365,44.5,129,0
L55083,300.8,312.3,1435,44.8,134,0
L55086,300.9,312.4,1372,51,142,0
L55087,300.8,312.3,1858,26.3,144,0
L55088,300.7,312.3,1715,26.8,146,0
L55089,300.7,312.2,1590,38.5,148,0
L55091,300.7,312.1,1512,36.9,153,0
L55092,300.7,312.1,1498,44,155,0
L55093,300.7,312.1,1395,41.9,157,0
L55096,300.8,312.1,1512,37.1,169,0
L55097,300.9,312.1,1474,42.4,171,0
L55098,300.8,312.1,1505,41.3,173,0
L55099,300.8,312,1496,40,175,0
L55100,300.8,312,1382,49.3,177,0
L55101,300.7,311.9,1419,47.7,179,0
L55102,300.7,311.9,1462,39.7,181,0
L55106,300.7,311.9,1335,57.1,194,1
L55107,300.7,311.9,1476,42,196,0
L55108,300.6,311.7,1497,43.6,198,0
L55110,300.6,311.6,1455,48,203,0
L55111,300.7,311.7,1499,38.4,205,0
L55112,300.7,311.8,1478,41.9,207,0
L55113,300.8,311.8,1928,21.8,209,0
L55116,300.8,311.7,1490,46.4,217,0
L55117,300.8,311.7,1578,31.4,219,0
L55118,300.8,311.7,1681,31.3,221,0
L55119,300.8,311.8,1417,43.4,223,0
L55122,300.8,311.7,1432,45.8,6,0
L55123,300.8,311.7,1753,29,8,0
L55124,300.8,311.7,1414,49,10,0
L55125,300.8,311.7,1655,32.2,12,0
L55126,300.8,311.6,1516,35.6,14,0
L55127,300.8,311.7,1426,45.5,16,0
L55128,300.8,311.7,1479,39.4,18,0
L55130,300.8,311.6,1568,36,23,0
L55133,301,312,1447,36.8,31,0
L55134,301,311.9,1454,41.9,33,0
L55138,301,312.1,1377,49.9,48,0
L55139,301,312.1,1585,32.3,50,0
L55141,301,312.2,1264,59,57,0
L55142,301,312.2,1372,47,59,0
L55143,301,312.2,1510,39.9,61,0
L55144,300.9,312.1,1423,40.2,63,0
L55145,301.1,312.3,1464,35.3,65,0
L55146,301,312.2,1602,35.9,67,0
L55148,300.9,312.2,1811,23.2,72,0
L55149,300.9,312.1,1711,28.8,74,0
L55151,301,312.1,1405,46.1,79,0
L55152,301.1,312.2,1397,54.9,81,0
L55153,301.1,312.3,1682,29.7,83,0
L55154,301.2,312.3,1528,38.4,85,0
L55157,301.2,312.4,1378,59,95,0
L55158,301.2,312.4,1480,53.5,97,0
L55161,301,312.3,1445,36.4,105,0
L55162,301,312.3,1488,42.6,107,0
L55163,301,312.2,1601,33,109,0
L55164,301,312.3,1550,34.9,111,0
L55165,301,312.2,1540,34.1,113,0
L55166,301.1,312.3,1587,34.5,115,0
L55168,301.1,312.3,1486,34.9,122,0
L55169,301.1,312.4,1430,37.9,124,0
L55171,301.1,312.3,1534,39,129,0
L55173,301.1,312.3,1595,31.9,134,0
L55174,301,312.3,1424,43.5,136,0
L55175,301,312.2,1776,28.8,138,0
L55178,300.9,312.1,1359,51.7,146,0
L55181,300.8,312,1374,50.2,154,0
L55184,300.9,312,1533,44,162,0
L55185,300.8,312,1477,37.3,164,0
L55186,300.9,312.1,1462,46,166,0
L55188,300.8,311.9,1414,41.1,171,0
L55190,300.8,311.8,1323,61.1,178,0
L55191,300.8,311.8,1427,43.3,180,0
L55194,300.9,312,1500,44.2,188,0
L55197,301,312,1518,39.3,196,0
L55198,301,311.9,1889,23.5,198,0
L55199,301,312.1,1675,30.7,200,0
L55202,300.9,312,1441,43.8,210,0
L55204,300.9,312,1493,38.7,217,0
L55206,300.7,311.9,1399,50.2,222,1
L55207,300.6,311.9,1425,44.9,224,0
L55208,300.6,311.8,1501,44.8,226,0
L55210,300.6,312,1490,42.2,3,0
L55211,300.7,312,1550,32.4,5,0
L55212,300.8,312,1416,46.5,7,0
L55213,300.7,311.9,1485,38.8,9,0
L55214,300.7,311.8,1564,36.8,11,0
L55215,300.7,311.7,1910,19.7,13,0
L55216,300.7,311.7,1460,46.1,15,0
L55217,300.7,311.8,1603,34.1,17,0
L55218,300.7,311.8,1486,47.3,19,0
L55219,300.8,311.9,1560,31.8,21,0
L55220,300.8,311.9,1498,39.3,23,0
L55222,300.8,311.9,1486,45.1,30,0
L55223,300.7,311.9,1486,35.8,32,0
L55224,300.7,311.8,1441,38.1,34,0
L55226,300.6,311.8,1471,41.4,39,0
L55227,300.6,311.9,1463,38.2,41,0
L55228,300.6,311.9,1413,41.3,43,0
L55230,300.7,312,1401,51.1,50,0
L55231,300.6,311.8,1652,27.2,52,0
L55232,300.5,311.9,1403,45.7,54,0
L55233,300.5,311.9,1887,21.7,56,0
L55234,300.4,311.8,1405,47.9,58,0
L55236,300.1,311.5,1499,43.4,65,0
L55237,300.2,311.5,1549,37.2,67,0
L55238,300.3,311.6,1515,44.9,69,0
L55239,300.2,311.6,1540,37.7,71,0
L55244,300.5,311.8,1596,34.8,87,0
L55246,300.4,311.9,1868,21.3,92,0
L55251,300.5,312,1646,29.5,106,0
L55253,300.5,312,1558,36.7,113,0
L55254,300.4,312,1631,34.9,115,0
L55255,300.4,312,1366,43,117,0
L55256,300.3,311.8,1360,48,119,0
L55257,300.3,311.8,1547,39.7,121,0
L55258,300.3,311.7,1571,31.2,123,0
L55259,300.2,311.5,1528,36.1,125,0
L55261,300.2,311.6,1356,53.5,132,0
L55263,300.1,311.4,1438,42.2,139,0
L55264,300.2,311.4,1483,44.4,141,0
L55265,300.2,311.4,1331,49.8,143,0
L55266,300.2,311.4,1463,37.5,145,0
L55267,300.1,311.4,1446,40.6,147,0
L55268,300.1,311.4,1356,45.7,149,0
L55269,300.1,311.3,1676,30.3,151,0
L55270,300.1,311.4,1910,23,153,0
L55271,300.2,311.6,1375,56.9,155,0
L55273,300.2,311.6,1511,35.7,160,0
L55275,300.2,311.7,1493,48.3,167,0
L55277,300.3,311.7,1452,41.5,172,0
L55278,300.2,311.6,1500,39,174,0
L55279,300.2,311.7,1603,30.5,176,0
L55280,300.3,311.7,1682,27.8,178,0
L55281,300.3,311.8,1567,37.7,180,0
L55282,300.3,311.8,1413,46,182,0
L55284,300.3,311.9,1692,31.5,187,0
L55285,300.4,311.9,1476,48.7,189,0
L55289,300.3,311.7,1821,26.3,202,0
L55293,300.4,311.7,1459,45.6,3,0
L55295,300.4,311.8,1367,57.2,10,0
L55296,300.3,311.8,2004,19.6,12,0
L55297,300.3,311.7,1406,47.5,14,0
L55298,300.3,311.8,1548,33,16,0
L55299,300.3,311.7,1333,55.2,18,0
L55300,300.2,311.6,1767,26.4,20,0
L55301,300.2,311.6,1827,27,22,0
L55304,300.2,311.4,1568,41,32,0
L55305,300.2,311.4,1452,47.8,34,0
L55306,300.2,311.4,1433,37.9,36,0
L55308,300.1,311.4,1629,31.3,41,0
L55309,300,311.3,1520,39.2,43,0
L55313,299.8,311.1,1466,46.1,58,0
L55314,299.7,311.1,1650,32.4,60,0
L55315,299.6,311,1554,36.3,62,0
L55318,299.5,310.8,1356,54.9,72,0
L55319,299.5,310.8,1571,38.2,74,0
L55320,299.6,310.9,1658,28,76,0
L55321,299.6,310.8,1393,49.9,78,0
L55323,299.7,310.9,1477,40.4,83,0
L55326,299.6,310.9,1533,31.8,91,0
L55327,299.5,310.8,1447,41,93,0
L55331,299.5,310.7,1472,40.9,104,0
L55332,299.5,310.7,1438,45.7,106,0
L55333,299.6,310.8,1507,42.4,108,0
L55334,299.6,310.7,1393,52.1,110,0
L55335,299.5,310.8,1283,52.4,112,0
L55336,299.6,310.8,1644,30.9,114,0
L55337,299.6,310.8,1498,46.9,116,0
L55338,299.6,310.8,1400,40.8,118,0
L55342,299.6,311,1574,35,133,0
L55343,299.7,311.1,1574,36.4,135,0
L55344,299.6,310.9,1472,40.9,137,0
L55345,299.6,311,1552,33.2,139,0
L55346,299.7,311.1,1603,31.4,141,0
L55348,299.7,311.1,1690,30.6,148,0
L55350,299.9,311.3,1522,45.7,153,0
L55352,299.9,311.4,1596,28.9,160,0
L55354,299.9,311.3,1371,52.3,167,0
L55356,299.8,311.2,1564,40,172,0
L55357,299.7,311.1,1439,44.9,174,0
L55358,299.7,311.2,1352,52.1,176,0
L55359,299.8,311.3,1560,35.4,178,0
L55361,299.7,311.2,1835,23.7,183,0
L55363,299.8,311.1,1452,47.3,188,0
L55364,299.8,311.1,2144,17.7,190,0
L55365,299.7,311.1,1554,41,192,0
L55366,299.7,311,1827,25.4,194,0
L55367,299.6,310.9,1448,46.3,196,0
L55369,299.7,311,1983,21,201,0
L55372,299.6,310.9,1229,65.2,209,1
L55373,299.5,310.8,1873,22.3,211,0
L55374,299.4,310.7,1426,45.7,213,0
L55375,299.4,310.8,1376,53.9,215,1
L55376,299.4,310.8,1622,33.6,217,0
L55379,299.2,310.7,1737,27,225,1
L55380,299.3,310.8,1426,42.4,0,0
L55382,299.3,310.9,1669,32.4,5,0
L55384,299.4,310.9,1751,27.8,10,0
L55386,299.3,310.8,1483,43.5,15,0
L55387,299.2,310.7,1535,42.6,17,0
L55388,299.2,310.7,1477,44,19,0
L55389,299.3,310.8,1391,46.9,21,0
L55391,299.2,310.6,1675,33.3,28,0
L55394,299.2,310.5,1391,45.8,38,0
L55395,299.1,310.5,1437,43.1,40,0
L55396,299.2,310.6,1370,61.9,42,0
L55397,299.1,310.6,1577,37.1,44,0
L55398,299.1,310.5,1485,37.8,46,0
L55399,299,310.4,1504,34.3,48,0
L55402,299,310.5,1755,27.9,56,0
L55403,299.1,310.5,1329,54.9,58,0
L55404,299.1,310.5,1496,35.2,60,0
L55405,299.1,310.5,1532,36.6,62,0
L55406,299.1,310.5,1389,61.4,64,0
L55409,299.1,310.5,1739,27.4,72,0
L55410,299.1,310.5,1736,26.9,74,0
L55411,299.1,310.5,1419,48.8,76,0
L55412,299.1,310.6,1326,49.7,78,0
L55414,299.2,310.6,1534,39.7,83,0
L55416,299.2,310.6,1498,41.1,88,0
L55417,299.1,310.6,1796,26,90,0
L55418,299.1,310.4,1519,45.3,92,0
L55419,299,310.4,1339,49.6,94,0
L55420,299,310.4,1483,41.5,96,0
L55424,299,310.4,1512,38.8,109,0
L55426,299,310.3,1552,39.9,114,0
L55427,299,310.4,1713,28,116,0
L55428,298.9,310.3,1456,44.1,118,0
L55429,299,310.4,1524,39.8,120,0
L55431,299,310.4,1981,21.2,125,0
L55432,299,310.4,1565,36.1,127,0
L55433,299.1,310.4,1657,31,129,0
L55435,299,310.4,1606,31.1,134,0
L55438,299.1,310.6,1602,39.7,144,0
L55439,299.1,310.5,1471,38.4,146,0
L55442,299.1,310.6,1921,23.9,158,0
L55446,299.1,310.6,1818,24.1,173,0
L55447,299.2,310.7,1540,36.3,175,0
L55451,299.1,310.7,1309,51.1,188,0
L55452,298.9,310.6,1363,52.6,190,0
L55454,298.9,310.5,1640,29.2,195,0
L55456,298.8,310.5,1384,52.8,200,0
L55458,298.8,310.5,1464,46.4,207,0
L55459,298.8,310.6,1803,25.4,209,0
L55460,298.8,310.6,1602,39.1,211,0
L55464,298.8,310.6,1651,33.3,0,0
L55465,298.9,310.6,1387,52.7,2,0
L55467,298.9,310.6,1585,38.1,7,0
L55469,298.9,310.6,1406,43.8,12,0
L55471,298.9,310.5,1717,26.9,17,0
L55475,298.9,310.4,1739,26.3,30,0
L55476,298.9,310.3,1436,39,32,0
L55479,298.7,310,1637,31.8,42,0
L55480,298.7,310.1,1558,37.6,44,0
L55482,298.7,310.1,1641,31.1,49,0
L55483,298.8,310.2,1504,41,51,0
L55488,298.7,310.1,1401,45.3,67,0
L55490,298.7,309.9,1465,39.7,72,0
L55494,298.8,309.9,1739,30.6,83,0
L55496,298.8,309.8,1463,40,90,0
L55497,298.7,309.7,1667,30.4,92,0
L55499,298.7,309.7,1393,45.7,99,0
L55501,298.8,309.6,1442,50,104,0
L55502,298.7,309.6,1364,44.9,106,0
L55508,298.6,309.5,1325,52.2,127,0
L55509,298.8,309.7,1424,49.6,129,0
L55510,298.8,309.7,1505,39,131,0
L55512,298.8,309.7,1529,44,136,0
L55516,298.9,309.7,1449,48.8,147,0
L55518,298.8,309.7,1740,28.5,152,0
L55521,298.8,309.7,1751,29.6,160,0
L55522,298.7,309.7,1510,40.6,162,0
L55524,298.8,309.7,1609,40.4,169,0
L55526,298.7,309.7,1601,35.7,176,0
L55527,298.7,309.6,1665,31.1,178,0
L55532,298.6,309.6,1491,36.9,192,0
L55533,298.7,309.6,1442,55.6,194,0
L55534,298.6,309.6,1390,50.3,196,0
L55535,298.7,309.6,1502,46.7,198,0
L55537,298.5,309.5,1385,46.3,203,1
L55538,298.7,309.7,1547,37.4,0,0
L55540,298.6,309.6,1540,35.8,5,0
L55541,298.6,309.5,1450,44.3,7,0
L55542,298.6,309.6,1353,62.5,9,0
L55543,298.8,309.7,1582,45,11,0
L55544,298.9,309.8,1396,49,13,0
L55547,298.9,309.8,1390,49.9,21,0
L55548,298.9,309.8,1534,42.1,23,0
L55549,298.8,309.7,1953,20.6,25,0
L55550,298.8,309.8,1634,33.6,27,0
L55551,298.7,309.7,1881,21.7,29,0
L55554,298.8,309.7,1225,63.4,37,0
L55556,298.8,309.8,1334,49.3,42,0
L55557,298.8,309.7,1336,50.3,44,0
L55559,298.8,309.9,1629,31.9,49,0
L55560,298.9,310,1776,25.7,51,0
L55562,298.9,310,1719,27.3,58,0
L55564,298.8,309.7,1450,43.1,63,0
L55567,298.8,309.9,1351,47.2,73,0
L55568,298.9,309.9,1365,46.5,75,0
L55569,298.8,309.9,1525,39.7,77,0
L55571,298.6,309.6,1423,42.7,82,0
L55573,298.5,309.5,1428,43.5,87,0
L55577,298.5,309.6,1724,26.4,100,0
L55578,298.5,309.7,2617,12.1,102,1
L55579,298.6,309.7,1294,59.4,104,0
L55580,298.6,309.6,1533,40.7,106,0
L55582,298.5,309.5,1370,52.4,113,0
L55583,298.5,309.6,1462,45.1,115,0
L55584,298.4,309.5,1545,36.6,117,0
L55587,298.4,309.5,1357,50.1,125,0
L55589,298.5,309.6,1861,26.9,130,0
L55590,298.5,309.5,1548,44.5,132,0
L55591,298.6,309.8,1496,37.7,134,0
L55594,298.6,309.8,1842,20.1,142,0
L55598,298.9,310.2,1971,23.2,155,0
L55599,299,310.3,1431,39.9,157,0
L55600,298.9,310.4,1546,37.7,159,0
L55601,298.9,310.3,1496,36.3,161,0
L55603,299,310.4,1452,46.2,168,0
L55604,299.1,310.6,1380,44.7,170,0
L55605,299.2,310.6,1567,38.4,172,0
L55606,299.1,310.5,1628,35.9,174,0
L55607,299.1,310.4,1505,46.1,176,0
L55609,299,310.3,1577,40,181,0
L55610,298.9,310.2,1304,57.2,183,0
L55612,298.8,310,1537,39.9,190,0
L55616,298.7,309.9,1371,51.3,201,0
L55617,298.7,309.8,1181,65.9,203,1
L55618,298.6,309.8,1469,42.8,205,0
L55619,298.6,309.8,1637,34.6,207,0
L55620,298.6,309.8,1370,56,0,0
L55621,298.6,309.9,1630,30.6,2,0
L55622,298.6,310,1517,39,4,0
L55626,298.5,309.9,1482,42.1,15,0
L55627,298.6,310.1,1439,49.9,17,0
L55628,298.5,310,1492,41.2,19,0
L55629,298.4,309.9,1725,27.8,21,0
L55630,298.4,310,1559,44.2,23,0
L55631,298.5,310,1435,42.5,25,0
L55633,298.6,309.9,1564,37.1,30,0
L55634,298.6,310,1522,40.3,32,0
L55635,298.6,309.9,1356,59.5,34,0
L55636,298.6,309.9,1556,38.6,36,0
L55637,298.6,309.9,1393,45.5,38,0
L55638,298.7,309.9,1753,26.8,40,0
L55639,298.7,309.9,1651,29.5,42,0
L55640,298.7,309.9,1372,54.7,44,0
L55641,298.7,309.9,1446,43.3,46,0
L55646,298.7,309.8,1469,38.4,62,0
L55647,298.6,309.8,1704,28.3,64,0
L55650,298.7,309.9,1464,38,74,0
L55651,298.6,309.8,1332,46.4,76,0
L55652,298.5,309.7,1634,37.8,78,0
L55656,298.5,309.6,1585,32.2,89,0
L55659,298.6,309.7,1627,33.4,99,0
L55660,298.4,309.6,1477,35.6,101,0
L55662,298.4,309.5,1520,38.1,106,0
L55663,298.3,309.4,1618,31.5,108,0
L55664,298.4,309.5,1397,50.3,110,0
L55665,298.4,309.5,1450,47.9,112,0
L55667,298.4,309.4,1392,50.1,117,0
L55668,298.4,309.4,1385,43.2,119,0
L55669,298.4,309.4,1461,46.3,121,0
L55671,298.5,309.5,1579,38.6,126,0
L55674,298.3,309.5,1542,36.7,134,0
L55675,298.3,309.4,1668,27.1,136,0
L55678,298.4,309.6,1479,37.8,144,0
L55679,298.4,309.6,1655,30.2,146,0
L55680,298.3,309.5,1711,30.3,148,0
L55681,298.4,309.7,1581,34.6,150,0
L55683,298.5,309.8,1468,40.9,157,0
L55684,298.4,309.7,1419,41.3,159,0
L55685,298.4,309.7,1530,38.6,161,0
L55686,298.4,309.6,1710,27.3,163,1
L55687,298.4,309.7,1518,39.8,165,0
L55690,298.3,309.7,1484,44.3,173,0
L55691,298.4,309.7,1457,44.2,175,0
L55694,298.2,309.4,1447,47.1,185,0
L55695,298.2,309.4,1443,45.4,187,0
L55696,298.3,309.6,1527,30.9,189,0
L55699,298.3,309.6,1420,44.1,197,0
L55701,298.4,309.5,1376,50.4,202,0
L55704,298.3,309.4,1468,46.2,10,0
L55705,298.3,309.4,1378,52.3,12,0
L55706,298.3,309.3,1401,51.9,14,0
L55707,298.4,309.3,1531,37.4,16,0
L55708,298.4,309.3,1512,35.8,18,0
L55711,298.6,309.3,1449,46.5,26,0
L55712,298.6,309.4,1315,55.5,28,0
L55715,298.6,309.5,1547,44.8,36,0
L55717,298.6,309.5,1730,30.2,41,0
L55718,298.5,309.4,1548,37.7,43,0
L55719,298.5,309.4,1517,40.2,45,0
L55720,298.6,309.5,1687,29.3,47,0
L55721,298.5,309.5,1738,25.2,49,0
L55725,298.4,309.3,1806,27.6,64,0
L55726,298.4,309.3,1716,28.4,66,0
L55728,298.5,309.4,1578,36.3,71,0
L55729,298.3,309.3,1558,37.2,73,0
L55730,298.3,309.2,1456,45.5,75,0
L55732,298.2,309.1,1467,44.5,80,0
L55734,298.1,309,1592,33.9,85,0
L55735,298.2,309,1596,37.2,87,0
L55736,298.2,309,1489,40.6,89,0
L55737,298.3,309,1471,48.3,91,0
L55739,298.3,309,1519,40,96,0
L55740,298.3,309,1408,45.4,98,0
L55741,298.2,308.9,1332,44.4,100,0
L55742,298.1,308.9,1351,52.4,102,0
L55743,298,308.9,1500,36.7,104,0
L55745,298,308.8,1489,36.5,109,0
L55747,298,308.7,1511,45.8,114,0
L55748,297.9,308.6,1691,29.6,116,0
L55749,297.9,308.6,1757,27.5,118,0
L55751,297.9,308.6,2262,15.7,125,0
L55753,297.6,308.4,1626,32.4,130,0
L55754,297.6,308.3,1424,53.9,132,0
L55756,297.6,308.3,1523,39.5,137,0
L55757,297.6,308.3,1502,43.2,139,0
L55758,297.5,308.2,1489,40.7,141,0
L55760,297.5,308.1,1631,30.6,146,0
L55763,297.4,308,1423,38,154,0
L55764,297.4,307.9,1390,47.7,156,0
L55768,297.3,307.8,1385,44.4,169,0
L55770,297.4,307.9,1557,35.5,174,0
L55771,297.4,307.9,1606,33.4,176,0
L55774,297.4,308,1356,51.9,184,0
L55776,297.5,308.2,1327,56.5,189,0
L55777,297.6,308.3,1410,47,191,0
L55778,297.6,308.3,1478,42.3,193,0
L55779,297.6,308.4,1460,40.3,195,0
L55780,297.5,308.3,1435,40.3,197,0
L55782,297.4,308.1,1729,31.7,204,0
L55784,297.4,308.2,1297,52.1,211,0
L55785,297.5,308.4,1633,33.3,213,0
L55787,297.5,308.4,1433,50,218,0
L55788,297.4,308.4,1369,50.6,220,1
L55789,297.4,308.3,1475,40.5,222,1
L55790,297.4,308.3,1561,38.3,0,0
L55791,297.4,308.3,1472,45.5,2,0
L55792,297.5,308.4,1441,44.5,4,0
L55794,297.5,308.5,1691,33.1,9,0
L55795,297.6,308.6,1382,47.1,11,0
L55796,297.6,308.6,1355,46.4,13,0
L55797,297.6,308.6,1529,45.3,15,0
L55798,297.7,308.7,1829,24.9,17,0
L55800,297.6,308.5,1475,42.4,24,0
L55802,297.5,308.3,1437,42.3,29,0
L55805,297.4,308.3,1632,33.5,39,0
L55806,297.4,308.2,1402,49.7,41,0
L55807,297.4,308.3,1347,45.8,43,0
L55808,297.5,308.4,1747,31,45,0
L55810,297.4,308.4,1371,57.4,52,0
L55812,297.3,308.3,1590,35.5,59,0
L55813,297.4,308.3,1336,53.7,61,0
L55814,297.3,308.3,1411,43.2,63,0
L55815,297.4,308.3,1704,27.3,65,0
L55816,297.5,308.4,1723,27.3,67,0
L55817,297.5,308.5,1459,39.7,69,0
L55818,297.6,308.5,1572,35.9,71,0
L55819,297.5,308.4,1384,56,73,0
L55820,297.6,308.6,1383,47.5,75,0
L55823,297.5,308.5,1448,54.3,83,0
L55826,297.5,308.6,1497,43.9,91,0
L55827,297.5,308.5,1530,38.5,93,0
L55829,297.4,308.4,1328,61.8,98,0
L55835,297.3,308.3,1268,60.6,119,0
L55837,297.4,308.4,1421,46,124,0
L55838,297.4,308.5,1496,36.4,126,0
L55839,297.5,308.5,1375,55.6,128,0
L55840,297.4,308.5,1295,52.1,130,0
